Topic,Tweets,Date,Number
,Don’t sleep on Eric Garror,11/18/2017,19
,"Well, if they don't find it, they can't charge him.",7/17/2017 ,19
,And they don't offer refunds.,6/20/2017 ,19
,Don't call me,8/1/2017 ,19
,I don't see what everyone fussing about,12/15/2017,19
,Some heroes don't wear capes,7/27/2017 ,19
,Don’t doubt the float tracker.,1/26/2018 ,19
,@TheNickEspel don't get any ideas,1/9/2018 ,19
,That’s why you don’t jump out of planes.,1/7/2018 ,19
,That's why you don't give them to dummies,7/1/2017 ,19
,Don't you encourage them,11/23/2017,19
,"If you don't take the lump sum, how much would you receive? How often?",5/16/2017 ,19
,Don’t do it!,11/16/2017 ,19
,Don't trust her.,9/1/2017 ,19
,FWC is forcing bears to register with eHarmony. They don't have the patience to fill out the questionnaire. Can't bear the lonely nights.,5/18/2017 ,19
,"The whole visual of @andersoncooper hiding out behind the wall of the motel and being disoriented. Please, don't Anderson Cooper on us.",9/9/2017,19
,Don’t spill anything,10/3/2017,19
,Don't trust anyone who has those drawn on idiot beards.,1/8/2018 ,19
,DON'T MESS WITH CRYSTAL'S CLIQUE,6/21/2017 ,19
,Don't rush it please,1/19/2018 ,19
,"Prep, don't panic.",9/9/2017 ,19
,I Don't Discriminate!,9/18/2017 ,19
,Don’t worry you can’t afford it,12/19/2017 ,19
,"I don't blame them, so not everyone.",10/19/2017,19
,Noooo. Don't go Meg,5/28/2017,19
,I don't see anything?,9/8/2017 ,19
,Don't do that you will offend him,12/14/2017,19
,Don’t count your chickens before they hatch,12/12/2017 ,19
,Nooooo! Don't go!,5/27/2017 ,19
,We don't but the concentration camps are still there in Germany,8/18/2017 ,19
,And you don't see the stark difference?,8/18/2017 ,19
,This is why I don't ride fair rides,7/27/2017,19
,Don't do it,9/28/2017 ,19
,*Former Councilman. Don't mislead for clickbait,6/14/2017 ,19
,Checking in from I don't give a f#&%.,8/25/2017 ,19
,Why don't i trust Russia,6/16/2017,19
,Don't ever withdraw your registration,7/17/2017 ,19
,Replace them and don't allow them to collect unemployment benefits.,9/4/2017 ,19
,Don't eat,10/16/2017 ,19
,Don't waist your breadth Rosie.,12/27/2017 ,19
,Which is why I don't smoke.,8/13/2017 ,19
,Don't hog the joint!,1/22/2018 ,19
,Pimp daddy's don't wear hoodys!,10/12/2017 ,19
,I don’t have mice anymore.,2/3/2018 ,19
,Cameras don't lie.,8/24/2017 ,19
,It may have been consensual so don't condemn him without all the facts,9/4/2017 ,19
,Don't ever,7/28/2017,19
,Newsflash don’t kiss the monkeys!!!!!!!!!!!!!!!!!,1/11/2018 ,19
,Don't do it!,10/29/2017 ,19
,We don't,9/13/2017 ,19
,You don't apologize to a chronic liar.,9/16/2017,19
,If you're the resistance we don't have nothing to worry about snowflake,1/9/2018,19
,I don't see any message ?,8/3/2017 ,19
,Hollywood tittysis that thinks rules don't apply to him.,7/11/2017 ,19
,Don't throw out your speeches.,10/3/2017 ,19
,Don't mess with Possums!,8/14/2017 ,19
,I don't.,1/21/2018,19
,I don’t get it?,1/9/2018 ,19
,PSA? Don't drink & Hoppe?? Teasing..,8/22/2017 ,19
,They may get one if they don't get in fast.,9/10/2017 ,19
,please don't be him,11/7/2017 ,19
,"I don't see the thorn, I see three roses.",2/2/2018 ,19
,Don’t go it’s lame,10/26/2017 ,19
,.Please don't reproduce,9/11/2017,19
,DOBs don't match.,11/22/2017 ,19
,The amount of pressure on that glass is massive. Don't be nearby when it fails.,9/10/2017 ,19
,What I **don't** spy is a sneaker. #imposter ???,12/19/2017 ,19
,Applied structural drying. Not to mention mold remediation and fire restoration. But why don't you go on and mansplain it to me.,9/10/2017 ,19
,Looters don't swim well.,9/10/2017 ,19
,"Or very fast runners 160+ mph, since they clearly don't have brains. #DarwinMustBeLaughingAtThis",9/10/2017 ,19
,"#GCL And NO flushing wipes, diapers, or other hygiene products DON'T pour grease down the drain",9/15/2017 ,19
,No they don't. There you go with useless polls again.,10/2/2017 ,19
,Why don’t they give her that diet,1/20/2018 ,19
,"If these drugs don't get prescribed, there can be no epidemic.",9/20/2017 ,19
,Don't Text and Tan!!!,1/10/2018 ,19
,Why don't you move down there then?,9/3/2017 ,19
,Don't hang the flag upside down @cobb,9/6/2017 ,19
,I don't,7/25/2017,19
,I'm so surprised you don't have one.,5/30/2017 ,19
news www http florida mysuncoast local com html 10newswtsp share
,With everything in the news... this is heartwarming!,12/7/2017 ,20
,Now that's news!,6/25/2017,20
,Not news,10/17/2017 ,20
,Lunch w/ a side of news?,8/2/2017 ,20
,@molaikowski @RunningMan215 here's some weird news for you!!,7/31/2017 ,20
,for Fox News,10/19/2017 ,20
,Please get Comcast to perform. They blame you! Citizens have no news access!!!,9/11/2017 ,20
,Why is that news? #nobodycares,12/10/2017 ,20
,"In other news, I moved up from 1010010101101 to 8675309",1/5/2018 ,20
,Why is this even news? EPIC FAIL WEAR3,5/4/2017,20
,This is not news,1/19/2018 ,20
,why is this news,6/24/2017 ,20
,Boohoo... not news.,7/13/2017 ,20
,Not news.,7/12/2017 ,20
,"news""""",8/30/2017,20
,Why is this news?,6/21/2017,20
,Not news,8/2/2017 ,20
,Not news,7/22/2017,20
,Not news,6/29/2017 ,20
,Not news,5/28/2017 ,20
,Not news,5/17/2017,20
,Not news,5/17/2017,20
,"this is what the news"" is now?""",11/21/2017,20
,This is news why?,6/1/2017 ,20
,Now this is news.,9/26/2017 ,20
,And... How is this news?,1/23/2018,20
,Why is this news?,1/22/2018,20
,and this is news why?,6/23/2017 ,20
,This is not news. This is distraction.,10/16/2017 ,20
,This is news?,5/28/2017 ,20
,"You're on the news,my puppy-pals!",1/24/2018,20
,Disney News >>>>> Houston News,6/16/2017 ,20
,Why is this news??,5/2/2017 ,20
,News for the sake of news...,7/22/2017 ,20
,Is this news? Is anyone surprised?,7/2/2017 ,20
,Why is this news?,7/2/2017 ,20
,Not news.,8/24/2017 ,20
,"This is trash,not news",6/24/2017,20
,Why is this news?,11/10/2017 ,20
,What a waste of news. UGH!,7/14/2017 ,20
,not news,8/1/2017 ,20
,Not news.,7/29/2017 ,20
,Not news worthy.,7/28/2017 ,20
,How is this news? #itiscutethough,10/30/2017 ,20
,Why is this news?,12/7/2017 ,20
,This is news?,5/27/2017 ,20
,Positive News,1/13/2018 ,20
,how is this news ?,10/3/2017 ,20
,Is this supposed to be news,2/4/2018 ,20
,WhyTF is this news?!,5/10/2017 ,20
,And this is news because?,9/14/2017,20
,And this is news because......??,7/2/2017 ,20
,News,9/9/2017 ,20
,This is not news worthy!,8/31/2017 ,20
,Any news of tornadoes in Duval?,9/11/2017,20
,Suspicious package according to news sources.,2/3/2018 ,20
,Any news?,9/10/2017 ,20
,“News”,11/13/2017 ,20
,yesterdays news,11/7/2017 ,20
,And this is News...Why???,12/6/2017 ,20
,"According to other news sources, this was a planned stunt.",10/8/2017 ,20
,Why is this news?,7/10/2017 ,20
,Please put GH BACK ON— that is what the News is for,11/17/2017 ,20
,Why is this considered news by you?,7/2/2017,20
,so not news worthy,9/10/2017 ,20
,Any news??,5/18/2017,20
,Do we regard this as news...or gossip?,12/24/2017 ,20
,Any news on these 2?,9/15/2017 ,20
,We gave you a shout out on the news too!,6/22/2017,20
,Why is this news?,7/3/2017,20
,This is not news. Context matters.,10/17/2017 ,20
,Excellent news!,9/22/2017 ,20
,News is news @gwinmark :0),8/5/2017,20
,Excellent news!,7/5/2017 ,20
,Is that cowboy rock still in the news?,10/20/2017 ,20
,That's news because...,6/14/2017,20
,Why is this news?,5/9/2017 ,20
,Why is this news?,5/29/2017 ,20
,excellent news!,12/12/2017 ,20
,Hollani is dominating the news desk. She is steamrolling the other anchors. Annoying!!!!,6/15/2017,20
,@yerick_reyes authentic news,1/31/2018,20
,its fox news lmao,12/12/2017,20
,Why is this news?,1/27/2018 ,20
,Sadly it’s not news,1/7/2018,20
,Why is this news?,1/19/2018 ,20
,Why is this news???,11/17/2017,20
,When you're a hardworking Volunteer Coordinator but get confused for a volunteer on the news,1/11/2018 ,20
,“News”,12/5/2017,20
,Why is this news in SFL?,1/25/2018 ,20
,"In other news, Bigfoot is applying for Canadian citizenship.",2/3/2018 ,20
,this news is so refreshing!,11/4/2017 ,20
,This is #news ?,1/13/2018 ,20
,how is this news?,1/23/2018 ,20
,Why is this news?,11/14/2017 ,20
,Oldddd news,11/28/2017,20
,http://www. bradenton.com/news/local/cri me/article188377324.html …,12/6/2017 ,20
,"In related news, the pilot has been field promoted to Lt Cmdr. Navy admits to being involved in obscene skydrawings http://www. wtsp.com/news/graphic-o bscene-skydrawings-spotted-in-okanogan-co/492521457 … via @10NewsWTSP",11/17/2017 ,20
,Hilarious! No? --- THIS is NEWS? --- Graphic: Navy admits to being involved in obscene skydrawings spotted in Okanogan Co. http://www. wtsp.com/news/graphic-o bscene-skydrawings-spotted-in-okanogan-co/492521457 … via @10NewsWTSP,11/17/2017 ,20
,Ex-Florida Rep. Brown to be sentenced for fraud via @mysuncoast http://www. mysuncoast.com/news/ex-florid a-rep-brown-to-be-sentenced-for-fraud/article_9c15c828-d8f5-11e7-8a14-ff662c8f42f5.html …,12/4/2017 ,20
,Ticketed: Another Florida Highway Patrol official resigns http://www. mysuncoast.com/news/local/tic keted-another-florida-highway-patrol-official-resigns/article_55065cd2-8cd7-11e7-8e69-13cb381f10a9.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,8/29/2017 ,20
