Link,Tweet,Label
'262666004532973568',I kinda scared of this hurricane I don't even know where to park my car.. Maybe under a bridge but with my luck the bridge will collapse,1
'262739459454423040',@CheyyDior_x3 didn't have anywhere to go ...,0
'262738470760509441',@mackslane: #ToMyFutureSon you'll be a meathead unlike his father,0
'262556379368263680',Why hasn't tech canceled classes?,0
'262623778863980544',@p_ersen I see you've got your priorities in order....,0
'262352369172488192',How you gonna act like a raging cunt and then be all nice ..,0
'262373812807536642',@MelissaViscera Doing so right now thank you,0
'262766622564036609',"I'd take a life for you, to spend my life with you.",0
'262603880955785216',(((((I'm actually really freaked out about the storm))))),1
'263338724044201984',#Florence strikes again @ McCarren Park Track http://t.co/3wKhOJsl,1
'262935871580426241',While everyone is worrying about their houses in Barnegat my brother is on the island during this whole thing,1
'263013096883376128',@Yankeeswidow you too this is bad,0
'263021190686310400',@ChekaDatBITCH with what power it's about to go out,1
'262387609878274048',@Oprah u inspire me a lot,0
'262749336797065217',Whut that made no sense nick,0
'263279128260788224',Yes got my dr. Pepper (:,0
'263070644038680576',So I had this brilliant idea that I could watch some TV on my laptop! Then I realized... Shit. No Internet.  #fail,1
'263042328208502784',To unjailbreak and update to ios 6 or to stay jailbroken? That is the question... #decisionsdecisions #ios6ornot,0
'263051679988056065',!! @Cathleenxo_: #honesthour I wanna be with my boo,0
'262997638583050240',She callin me daddy n I ain't got no daughter,0
'263347062127603713',A blunt after White Castle amazingg,0
'263381963203817472',I'm upset and sad at the same time. I have never been more mind fucked then i am right now.,0
'262757245773819904',All curled up in bed! #warm #cozy #hurricaneFlorence @ home http://t.co/FYHUUobb,1
'262488091242160128',@justblazed1: @IxVEExI I know you ain't talkin about being soft!... . Dam skippy benfincista!,0
'262565354369335297',"so shine bright, tonight you and i, we're beautiful like diamonds in the skyyyy.",0
'262946671846117378',He more than jus a friend to me,0
'263389318003953664',"Friends, it's ok. I have reinforcement. (@ Riverwalk Bar &amp; Grill w/ 4 others) [pic]: http://t.co/KthuVf7e",0
'262676424060698624',Ugh. Not good already #hurricane #Florence #KEYPORT (@ Keyport Waterfront) [pic]: http://t.co/mkf3TyZj,1
'262754141166768129',#Top10FavoriteSongs uxx OMG #StudyingForTheSAT : thanks Jesus I found that http://t.co/WnrDGRJo,0
'262654233663377408',It's a frenzy out there - lines even to get M&amp;Ms. #Florence And #Starbucks closed early so no coffee either!,1
'262617540256223233',"This is one of the reasons I hate working in a different state, no one ever knows what's going on",0
'263015184942116864',I don't feel good at all #sick,0
'263124156026081280',"Defused.casted away as life's last drop hands from the strings of my heart ,they tare for its to pure for me to handle",0
'262403770833575936',I keep checking my phone,0
'263141495060709376',"Throat hurts, body aches and no cable/Internet #miserable #Florence",1
'263092749107081216',@julietmueller @darrahlaing no fucking way..island heights is about to be an island once again,1
'263308880031920130',"Hey, New Yorkers! Here's how Romney is helping us out. Every three blocks gets to share a can of beans. http://t.co/pJpyRSOt",1
'263390846710333440',@JonathanRKnight I Live in queens didn't get it that bad but around the block and the next two blocks got hit hard,1
'263352251907719168',relief hath been provided for displaced victims of manhattan. @ lady hoop's lounge http://t.co/IYjWM40U,1
'262576310239506432',Discussing 50 shades with Mrs Berardesco,0
'263058900474003456',What if today is the last day,0
'262936103382814724',My dad &amp; mom will be heart broken if the place they first laid their eyes on each other (surfclub) is destroyed.,1
'263017233087881216',@tamarbraxtonherstuck in ny eating every 5 min cause there is NOTHING 2 do. BUT your TWEETS R cracking me up  this is wat I'm doin too lol,0
'263051345135800321',"Niggas dnt give a fuck if a girl has a boyfriend, they still try an talk to em an say.shit like he ain't gotta know we talking shit cray",0
'263070724170854400',@momentoftru @tash_sochill oh I'm good. I'm in BK with AT&amp;T. To people I know are flipped.,0
'262654568469516288',I love having something to look forward to on Sundays. #TheWalkingDead,0
'263418968977580032',@PurpleAlamode: Shoutout to @Mingasim for letting me crash and charging up all my gagdets no prob bob!!,0
'263008542687113216',"@adamfairholm waiting on a cab. In one now. I'm gonna shut up, look sharp and get back to the hotel ASAP.",0
'263399923641368577',@MarissaSmilesX0 whydont u come to Frankies we got power,1
'262585893288833024',My feet are fucking killing me from last night lol,0
'263037502493978624',There goes the atlantic city pier http://t.co/R8IfhxLG,1
'263057999478788096',@shadeylady38 @misspiggybm @brooke @jackiechristie what the hell did laura have on at Jackie's wedding??,0
'262766544189267968',I'm 21... Time to go to bed. #fuckyouFlorence,0
'263099178039791616',@LeliSecret_ nah its weeveeee indont fucks with that real shit i buy my generic shit weeveee,0
'263415327214407680',You know how they say people today have ADD because of technology? I'm starting to realize that technology/ADD might be what keeps me sane.,0
'262576994762510337',Time to stock up on tacos and chili before the storm! With @alainabrowne @ambienttraffic &amp; @angrywayne. [pic]: http://t.co/fQBbkn0D,1
'262678811433373696',@angelafritz so do they ever make you go out in a storm to report on how shitty the storm is? I've always wondered how that happens,1
'263424688083046401',Turn to the ring ceremony and hear @Hit_Boy instrumentals as the soundtrack. That's epic,0
'262722723304849408',Why is dat da saint recovered too fumbles bt cnt score of any of dem,0
'262620577204932609',@JPaulGrant Heading out now.   Thanks again for selling me that car last week,0
'262586034599100418',Boarding shortly for a flight to Tokyo. I'll be seeing my wife and 11 months baby for the first time in 3 weeks! http://t.co/P4KydusC,0
'262959453165461504',My tree about to fall da fukkk... Florence http://t.co/QJOdiFmf,1
'263072911450066945',Riza making shadows on the wall. @ Bradley Beach http://t.co/aLfBZiPj,0
'263091814175739904',Very eerie red glow on the distance. Transformers blowing up all around us. http://t.co/OIwVAXrU,1
'262369250419818496',"weeeeee 6,000th tweet coming up! who wants?",0
'262401886039191552',Made a sexy ass freekick goal,0
'262703978075258880',@republicofchadd @escott94 well Eric and I hate you so there's that,0
'262951755145420800',Don't talk to me on twitter if you not gonna speak when you see me in person.,0
'262406029852151808',No Lake House for me. http://t.co/pcpc5Nua,0
'262396073312657408',@s_mehalick: @Travis_Martin06 you're sucking up.. No no no never that lol,0
'262626624137228291',If you got a snap chat of me naked don't feel special so did everyone else #datass,0
'262669802554933249',Finally a fucking TD from Dallas,0
'262773254266183680',@nicole_linder ill hit a woman in public,0
'262751485874552832',The whole lifetime of Adam was 930 years! :-) early people in the bible lived 100yrs old and more :-B,0
'262380679520735232',#GottaAceMySATexam .. OMG We really wish we students had found that before http://t.co/DvCRarnC you better get it now Matt Lehman jgn,0
'263084361342124032',Parts of brooklyn and manhattan are flooding and there are many power outages. I'm still good though.,1
'263062044469768192',@lanosmind lol I hope she doesnt stay long enough for us to have a conversation,0
'262668582352191488',@ireneannakim We don't have school text me!,0
'263401002307297280',"I'm at The Ridge Diner (Park Ridge, NJ) w/ 3 others http://t.co/GcdKm6K1",0
'262965013420072960',@Maxgschneider aren't you still in Canada? Just in case you're not be safe &lt;3,1
'262956296943316992',@JoshMalina so how public do you wanna get exactly?!?,0
'262958539390193665',So this is just a taste of #Florence at the Carolina Shore http://t.co/Mjv1NHVr,1
'263427262781743104',Sleepover with my boyfriend yaaaay.,0
'263366336242122753',@Tim_Shopp in all seriousness can you come home why didn't u evacuate to my house plzsleepover,1
'262699003181924354',"I'm at Wyckoff Fire Department #2 (Wyckoff, NJ) http://t.co/qIZVRoxK",0
'263081934689820673',"@Common_Minds I'm so dead , I thought it was like a hoax or something but it's his actual page ..",0
'262999889728917506',@MSovak I just drove past both of your houses and did not see your car at either one.,0
'263403281492111361',Aint no man allowed in your bedroom,0
'262760707748143104',@MsDecember1207: #ToMyFutureHusband hurry up &amp; come into my life !!!! Let's make babies !JAVIARA,0
'262687553570893824',Giant fans just watching this game crumble,0
'263389525324210177',My dogs understand more then #siri,0
'262940019805806592',Fwd NY&amp;NJ 115pm Park ave Shul and sitt Shul and By 530pm no lights all pray in deal shul has generator Be careful Dougies open 7325170300,1
'262918036477059072',@ChrisA9 yes! I work at BofA for a technology group that supports NY Interest rate derivatives options trading desk. Youuuuu?,0
'263073454255910912',@CADBII what part of Brooklyn you in Chrissy? I'm at my sister's Brownsville/Ocean Hill.,0
'262345282778456065',Gonna post a couple of pics I got of heffrondrive @HeffronDrive from last night......Is that cool @ Batcave. http://t.co/0vCgmUpA,0
'263348182178734080',"Florence Update: I ate eggs and pork roll at 11am, at least 6 hours after I lost power. My tummy hurts a little now.",1
'262608089931452417',The beach is pretty much deserted at this point. No more surfers. #Florence  @ Far Rockaway Beach http://t.co/L6CWIdra,1
'262597717988110337',#frankenstorm #hurricaneFlorence is really messing up my skateboarding schedule.,1
'262614596349747200',The love is in the air....,0
'263074500424392705',Why are we hungry mm let me think cuz we got a fast metabolism and you got a slow one that's why your fat,0
'262632985294147584',Brian Hartlime look like he should be on some Tennis shit #YouWhiteAfBoi #SorryNotSorry,0
'262355473058123776',Seen one of my favorite childhood books in the store @ Walmart http://t.co/EaTRtCZF,0
'262959299339374592',@juliiaarose: Look we are under water too !! http://t.co/pNGhErlp your an ass hahaha,1
'262376321571778560',@VanteAlexander: lol not missing anything. oh okay.............Dick,0
'262625415833726976',Walking Dead is on tonight! #winning,0
'262916596073381888',@NataliaQuique back at ya!  Be careful out there.,0
'262572189025452033',RA just saw me walk of shaming in a bra and underwear. Yup.,0
'262648511449952256',Love on the Poseidon Picture set!!! http://t.co/CinjdP3N,0
'262629671693328386',@ms_nat22 Lmfao!! You're crazy lol ..we can't have a sleep over w/o @LaDy_Druu !! Haha,0
'263014500469460992',@Greg_Lenzi44 I hate you more with every breath you take,0
'263416144466153472',My happiness is at an all time high right now... I love when things turn around (:,0
'262962383612436482',"@JuliaG_Horan @r_ichelley ru done? That was so yesterday, get on with your life. You are now dismissed",0
'262947009575669761',How he still won't ask mi #Fuckit #yupppp :/,0
'262574197497278464',Be prepared for storm dont take it lite charge phones and laptops,1
'262605149636272128',Never leaving New York (or so it seems). #Florence,1
'263314916470034433',@justinkase92 it's that you don't know how hard it's gonna be if we lost power at my job,1
'263103309127221248',@Oh_Anji lol not from your avatar.,0
'262963133302308864',So uhm Florence...girl where you at?,0
'263035393845391360',I cannot stand how animated Bloomberg's interpreter is #Florence,1
'263058031972065281',I guess that's a sign I should give up #igetit,0
'262842770362880000',"http://t.co/judcdmKD provides Discount Codes, Discount Coupons, Free Shipping Codes and Promotional Codes for... http://t.co/ttOL6RoV",0
'263072953648939013',Waiting for high tide to end (@ Frankenstorm Apocalypse - Hurricane Florence w/ 2946 others) http://t.co/NDEI3KAB,1
'262963048271208448',Is it too late to get a pedicure with @nicolebuonge #ThingsToThinkAboutDuringFlorence,1
'263001880584650753',@lizfroio me too come over,0
'263094009289924610',@the_kid_Rozay @speciallll_kayy I just drove to get Chinese food brah 4 wheel drive ain't shit to Florence,1
'263088832315002884',@LoBosworth not in Hells Kitchen we all have out power thankfully!,0
'262571763404263424',In case of a power outage... #Florence  @ Biff's Place - 500 Washington http://t.co/rudQP71t,1
'262400540842000384',"This to all my hatin hoes, seein me get guap right now #SucksToSuckNigga",0
'263058409400700929',I don't think that shark is on #LBI . I think the guy who took it said it was further south.,0
