,Unnamed: 0,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
820,820,AEEONLINE,2017-12-30 21:45:38,3,20,Las líneas que trabaja la AEE previo a Año Nuevo - NOTICEL CC1 http://www. noticel.com/ahora/las-lnea s-que-trabaja-la-aee-previo-a-ao-nuevo/679342834   …,Las líneas que trabaja la AEE previo a Año Nuevo - NOTICEL CC1  noticel.com/ahora/las-lnea s-que-trabaja-la-aee-previo-a-ao-nuevo/679342834   …,False,947297665951428608,/AEEONLINE/status/947297665951428608,The lines that PREPA works before the New Year - NOTICEL CC1 http: // www. noticel.com/ahora/las-lanea s-que-trabajar-la-aee-previa-a-ao-nuevo / 679342834 ...,2
2021,2021,AEEONLINE,2017-12-18 10:25:48,5,23,Director ejecutivo interino de la AEE ofrece actualización de trabajos __PIPE__ GOBIERNO __PIPE__  http://elvocero.com    CC1 http://www. elvocero.com/gobierno/direc tor-ejecutivo-interino-de-la-aee-ofrece-actualizaci-n-de/article_a569e2fe-e3f6-11e7-ab54-fb5c31953174.html   …,Director ejecutivo interino de la AEE ofrece actualización de trabajos __PIPE__ GOBIERNO __PIPE__      CC1  elvocero.com/gobierno/direc tor-ejecutivo-interino-de-la-aee-ofrece-actualizaci-n-de/article_a569e2fe-e3f6-11e7-ab54-fb5c31953174.html   …,False,942777926105387009,/AEEONLINE/status/942777926105387009,Acting Executive Director of the AEE offers job updates __PIPE__ GOVERNMENT __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/gobierno/direc tor-ejecutivo-interino-de-la-aee-ofrece-actualizaci-n-de / article_a569e2fe-e3f6-11e7-ab54-fb5c31953174.html ...,2
1972,1972,AEEONLINE,2018-01-11 09:57:00,6,11,"HOY - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce y San Juan CC6 pic.twitter.com/DwA7HTuVIk","HOY - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce y San Juan CC6 ",False,951467988984762368,/AEEONLINE/status/951467988984762368,"TODAY - WHAT THE BRIGADES ARE DOING ... Regions Mayaguez, Ponce and San Juan CC6 pic.twitter.com/DwA7HTuVIk",2
1726,1726,AEEONLINE,2017-12-04 06:38:31,16,52,AEE trabaja con avería en San Juan - CC1 https://goo.gl/m5Syfg  ,AEE trabaja con avería en San Juan - CC1   ,False,937647300561776640,/AEEONLINE/status/937647300561776640,AEE works with breakdown in San Juan - CC1 https://goo.gl/m5Syfg,2
857,857,AEEONLINE,2018-01-31 21:48:41,3,8,Seilhamer exige disculpa del Cuerpo de Ingenieros __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 18/01/31/seilhamer-exige-disculpa-del-cuerpo-ingenieros.html   …,Seilhamer exige disculpa del Cuerpo de Ingenieros __PIPE__ Metro CC1  metro.pr/pr/noticias/20 18/01/31/seilhamer-exige-disculpa-del-cuerpo-ingenieros.html   …,False,958894847112417280,/AEEONLINE/status/958894847112417280,Seilhamer demands apology from the Corps of Engineers __PIPE__ Metro CC1 https: // www. metro.pr/pr/news/20 18/01/31 / seilhamer-demands-apology-of-the-body-engineers.html ...,2
581,581,AEEONLINE,2017-12-07 16:20:57,62,210,Nuestras brigadas trabajan en la Avenida Iturregui para corregir deficiencias y restablecer el servicio a más de 800 familias del área. CC6 pic.twitter.com/XTyNkrZQ5Y,Nuestras brigadas trabajan en la Avenida Iturregui para corregir deficiencias y restablecer el servicio a más de 800 familias del área. CC6 ,False,938881036813066240,/AEEONLINE/status/938881036813066240,Our brigades work on Avenida Iturregui to correct deficiencies and restore service to more than 800 families in the area. CC6 pic.twitter.com/XTyNkrZQ5Y,1
1367,1367,AEEONLINE,2017-09-30 16:03:35,0,0,"Se supone que el hospital, aunque puede ser que una o varias casas se hayan energizado. CC6","Se supone que el hospital, aunque puede ser que una o varias casas se hayan energizado. CC6",False,914219191426789376,/AEEONLINE/status/914219191426789376,"The hospital is supposed to, although it may be that one or more houses have been energized. CC6",2
2671,2671,AEEONLINE,2017-12-20 17:49:31,6,26,Mira donde la Autoridad de Energía Eléctrica está trabajando __PIPE__ NotiUno 630 CC1 https://notiuno.com/mira-donde-la- autoridad-de-energia-electrica-esta-trabajando/   …,Mira donde la Autoridad de Energía Eléctrica está trabajando __PIPE__ NotiUno 630 CC1  autoridad-de-energia-electrica-esta-trabajando/   …,False,943614367257497602,/AEEONLINE/status/943614367257497602,Look where the Electric Power Authority is working __PIPE__ NotiUno 630 CC1 https://notiuno.com/mira-donde-la-electric-electric-authority- is-working / ...,2
1957,1957,AEEONLINE,2017-09-07 14:59:21,6,2,SECTORES SIN SERVICIO EN LARES. CC6 pic.twitter.com/5LtD2IWA8X,SECTORES SIN SERVICIO EN LARES. CC6 ,False,905868106957979649,/AEEONLINE/status/905868106957979649,SECTORS WITHOUT SERVICE IN LARES. CC6 pic.twitter.com/5LtD2IWA8X,1
573,573,AEEONLINE,2018-01-27 11:01:40,14,35,"27-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/byRgVE77kQ","27-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,957282468188614656,/AEEONLINE/status/957282468188614656,"01-21-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/byRgVE77kQ",2
2103,2103,AEEONLINE,2017-09-17 13:09:56,12,18,"BOLETÍN 1:00 PM- 1,439,696 clientes con servicio  (95.98%). Sin servicio 60,304 (4.02%). CC4 #AEEHuracanes  #AEEyacomenzamos","BOLETÍN 1:00 PM- 1,439,696 clientes con servicio  (95.98%). Sin servicio 60,304 (4.02%). CC4 #AEEHuracanes  #AEEyacomenzamos",False,909464448758353921,/AEEONLINE/status/909464448758353921,"BULLETIN 1:00 PM- 1,439,696 clients with service (95.98%). Without service 60,304 (4.02%). CC4 #AEEHuracanes #AEEyawe start",2
447,447,AEEONLINE,2017-11-02 11:25:42,14,25,Mapa distribución de labores y asignación de líneas en todas las regiones de la Isla. CC1 pic.twitter.com/G8KBsdT6Rw,Mapa distribución de labores y asignación de líneas en todas las regiones de la Isla. CC1 ,False,926108060753518593,/AEEONLINE/status/926108060753518593,Map distribution of work and assignment of lines in all regions of the Island. CC1 pic.twitter.com/G8KBsdT6Rw,2
711,711,AEEONLINE,2017-09-01 14:08:39,3,7,"El director ejecutivo AEE, Ricardo Ramos, habla con José Estéves Telenoticias, sobre plan de contingencia para disturbios atmosféricos. CC1 pic.twitter.com/UBzMw7Efeq","El director ejecutivo AEE, Ricardo Ramos, habla con José Estéves Telenoticias, sobre plan de contingencia para disturbios atmosféricos. CC1 ",False,903681021564125184,/AEEONLINE/status/903681021564125184,"The executive director AEE, Ricardo Ramos, speaks with José Estéves Telenoticias, about a contingency plan for atmospheric disturbances. CC1 pic.twitter.com/UBzMw7Efeq",2
2366,2366,AEEONLINE,2017-09-11 16:11:03,13,17,AHORA enviamos informe Región Arecibo con #Loqueestamoshaciendo . CC6 #AEEyacomenzamos pic.twitter.com/75rLHljW6W,AHORA enviamos informe Región Arecibo con #Loqueestamoshaciendo . CC6 #AEEyacomenzamos ,False,907335703666798593,/AEEONLINE/status/907335703666798593,NOW we send Arecibo Region report with #What we are doing. CC6 #AEEyacomplete pic.twitter.com/75rLHljW6W,2
1361,1361,AEEONLINE,2017-09-14 17:29:01,6,5,@ CelimarAdames  dónde es la dirección del niño Ezequiel de Guaynabo? CC6,@ CelimarAdames  dónde es la dirección del niño Ezequiel de Guaynabo? CC6,False,908442487731183616,/AEEONLINE/status/908442487731183616,@ CelimarAdames where is the address of the child Ezequiel de Guaynabo? CC6,2
2610,2610,AEEONLINE,2017-09-10 19:02:32,0,8,El estatus de la Región Bayamón lo estaremos compartiendo mañana. CC6,El estatus de la Región Bayamón lo estaremos compartiendo mañana. CC6,False,907016467408965633,/AEEONLINE/status/907016467408965633,The status of the Bayamón Region will be shared tomorrow. CC6,2
2742,2742,AEEONLINE,2018-02-28 14:22:54,4,24,Agradecemos a la Ing Elizabeth Soto por la charla educativa relacionada a las profesiones ofrecida a los estudiantes de Pre Escolar San Juan Evangelista en Guaynabo.__NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/fWkbBPI8gV,Agradecemos a la Ing Elizabeth Soto por la charla educativa relacionada a las profesiones ofrecida a los estudiantes de Pre Escolar San Juan Evangelista en Guaynabo.__NEWLINE____NEWLINE__Seguimos... CC6 ,False,968929520026816512,/AEEONLINE/status/968929520026816512,We thank Ing. Elizabeth Soto for the educational talk related to the professions offered to the students of Pre Escolar San Juan Evangelista in Guaynabo .__ NEWLINE ____ NEWLINE__Let's go on ... CC6 pic.twitter.com/fWkbBPI8gV,2
4,4,AEEONLINE,2017-10-30 19:16:20,0,1,Saludos en este momento lo que aparece en la tabla es según el plan de trabajo de los Distritos Técnicos; no tengo detalle adicional. CC6,Saludos en este momento lo que aparece en la tabla es según el plan de trabajo de los Distritos Técnicos; no tengo detalle adicional. CC6,False,925139335577591808,/AEEONLINE/status/925139335577591808,Greetings at this moment what appears in the table is according to the work plan of the Technical Districts; I do not have additional detail. CC6,2
767,767,AEEONLINE,2017-12-23 07:35:08,6,57,"Gracias Waldemar Santiago por compartirnos fotos de los trabajos realizados en Adjuntas en las últimas tres semanas por personal de Técnica Utuado y Líneas Transmisión Sur. Han sido días intensos de trabajo y sacrificio, lo importante es que no nos quitamos, vamos por más.  CC6 pic.twitter.com/YUHBmjYM0f","Gracias Waldemar Santiago por compartirnos fotos de los trabajos realizados en Adjuntas en las últimas tres semanas por personal de Técnica Utuado y Líneas Transmisión Sur. Han sido días intensos de trabajo y sacrificio, lo importante es que no nos quitamos, vamos por más.  CC6 ",False,944546917463281666,/AEEONLINE/status/944546917463281666,"Thanks Waldemar Santiago for sharing photos of the work done in Adjuntas in the last three weeks by Utuado Technicians and Southern Transmission Lines. They have been intense days of work and sacrifice, the important thing is that we do not take off, we go for more. CC6 pic.twitter.com/YUHBmjYM0f",2
2710,2710,AEEONLINE,2017-09-06 07:59:48,4,7,"DE @AEEONLINE  Ricardo Ramos:alrededor 2,000 empleados de área operacional están en servicio mientras condiciones del tiempo permitan #IrmaPR pic.twitter.com/CzhW3DTJeL","DE @AEEONLINE  Ricardo Ramos:alrededor 2,000 empleados de área operacional están en servicio mientras condiciones del tiempo permitan #IrmaPR ",False,905400133558423554,/AEEONLINE/status/905400133558423554,"FROM @AEEONLINE Ricardo Ramos: around 2,000 operational area employees are in service as long as weather conditions allow for #IrmaPR pic.twitter.com/CzhW3DTJeL",2
2683,2683,AEEONLINE,2017-11-22 16:03:30,4,25,"Ahora: Director Ejecutivo interino AEE, Justo González, habla con Rubén Sánchez en Y cuál es su opinión?, sobre la recuperación del sistema eléctrico. CC1 pic.twitter.com/08LmO2L2de","Ahora: Director Ejecutivo interino AEE, Justo González, habla con Rubén Sánchez en Y cuál es su opinión?, sobre la recuperación del sistema eléctrico. CC1 ",False,933440825949937667,/AEEONLINE/status/933440825949937667,"Now: Acting Executive Director AEE, Justo González, speaks with Rubén Sánchez in And what is your opinion ?, on the recovery of the electrical system. CC1 pic.twitter.com/08LmO2L2de",2
668,668,AEEONLINE,2018-01-06 09:51:38,7,17,"Director Ejecutivo AEE, Justo González, dialoga con el senador de Distrito, Carlos Rodríguez Mateo, sobre los trabajos de restablecimiento del servicio eléctrico en el Sur. CC1 pic.twitter.com/b48OjgoMYl","Director Ejecutivo AEE, Justo González, dialoga con el senador de Distrito, Carlos Rodríguez Mateo, sobre los trabajos de restablecimiento del servicio eléctrico en el Sur. CC1 ",False,949654697010499584,/AEEONLINE/status/949654697010499584,"Executive Director AEE, Justo González, talks with the District Senator, Carlos Rodríguez Mateo, about the restoration of electric service in the South. CC1 pic.twitter.com/b48OjgoMYl",2
1464,1464,AEEONLINE,2017-11-15 09:30:28,16,24,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta pic.twitter.com/Lqm8JNRoaD,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta ,False,930805204345335809,/AEEONLINE/status/930805204345335809,Works carried out today by our brigades in the Mayaguez Region. CC6 #PRSeLevanta pic.twitter.com/Lqm8JNRoaD,2
1406,1406,AEEONLINE,2017-10-22 16:44:31,14,41,Cerrarán tramo de la PR-1 por reparaciones AEE __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 17/10/22/cerraran-tramo-la-pr-1-reparaciones-aee.html   …,Cerrarán tramo de la PR-1 por reparaciones AEE __PIPE__ Metro CC1  metro.pr/pr/noticias/20 17/10/22/cerraran-tramo-la-pr-1-reparaciones-aee.html   …,False,922202025659641856,/AEEONLINE/status/922202025659641856,Section of PR-1 will be closed for repairs AEE __PIPE__ Metro CC1 https: // www. metro.pr/pr/news/20 17/10/22 / closed-section-the-pr-1-repairs-aee.html ...,2
1961,1961,AEEONLINE,2017-09-20 18:45:48,0,1,Hermosa foto de trabajadores comprometidos que dejan sus hogares para atender un pueblo. CC6,Hermosa foto de trabajadores comprometidos que dejan sus hogares para atender un pueblo. CC6,False,910636138225946626,/AEEONLINE/status/910636138225946626,Beautiful photo of committed workers who leave their homes to attend a town. CC6,2
597,597,AEEONLINE,2018-02-24 09:34:53,39,80,"AEE Informa: Personal técnico atiende ahora evento en la Subestación Víaducto para restablecer el servicio eléctrico lo antes posible a sectores de Condado, Santurce, Miramar, Puerta de Tierra y Viejo San Juan. Nuestras disculpas. CC1","AEE Informa: Personal técnico atiende ahora evento en la Subestación Víaducto para restablecer el servicio eléctrico lo antes posible a sectores de Condado, Santurce, Miramar, Puerta de Tierra y Viejo San Juan. Nuestras disculpas. CC1",False,967407487484878849,/AEEONLINE/status/967407487484878849,"AEE Informa: Technical staff now attends an event at the Víaducto Substation to restore electrical service as soon as possible to sectors of Condado, Santurce, Miramar, Puerta de Tierra and Viejo San Juan. Our apologies. CC1",2
1082,1082,AEEONLINE,2017-12-20 14:57:17,10,38,Aquí unas imágenes en donde nuestro personal de Servicio al Cliente y otras brigadas realizan reparaciones en el pueblo de Ciales. ¡Seguimos! CC6 pic.twitter.com/4PB2nuFH5h,Aquí unas imágenes en donde nuestro personal de Servicio al Cliente y otras brigadas realizan reparaciones en el pueblo de Ciales. ¡Seguimos! CC6 ,False,943571025891069952,/AEEONLINE/status/943571025891069952,Here some images where our Customer Service staff and other brigades perform repairs in the town of Ciales. We continue! CC6 pic.twitter.com/4PB2nuFH5h,2
1659,1659,AEEONLINE,2018-03-08 10:27:46,6,15,CC1 https://www. metro.pr/pr/noticias/20 18/03/08/mas-del-90-clientes-aee-ya-tienen-luz.html   …,CC1  metro.pr/pr/noticias/20 18/03/08/mas-del-90-clientes-aee-ya-tienen-luz.html   …,False,971769452223135750,/AEEONLINE/status/971769452223135750,CC1 https: // www. metro.pr/pr/news/20 18/03/08 / mas-del-90-clientes-aee-ya-tienen-luz.html ...,2
327,327,AEEONLINE,2017-11-06 12:44:48,5,33,Lo que están haciendo las brigadas de la AEE __PIPE__ GOBIERNO __PIPE__  http://elvocero.com    CC1 http://www. elvocero.com/gobierno/lo-qu e-est-n-haciendo-las-brigadas-de-la-aee/article_802f766c-c30c-11e7-9ec8-775fd0bae1c3.html   …,Lo que están haciendo las brigadas de la AEE __PIPE__ GOBIERNO __PIPE__      CC1  elvocero.com/gobierno/lo-qu e-est-n-haciendo-las-brigadas-de-la-aee/article_802f766c-c30c-11e7-9ec8-775fd0bae1c3.html   …,False,927592615482200064,/AEEONLINE/status/927592615482200064,What the ESA brigades are doing __PIPE__ GOVERNMENT __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/gobierno/lo-qu e-est-n-haciendo-las-brigadas-de-la-aee / article_802f766c-c30c-11e7-9ec8-775fd0bae1c3.html ...,2
2688,2688,AEEONLINE,2017-09-10 20:14:25,10,70,Personal técnico continúa los trabajos en Bo Cortés de Manatí. CC6 #AEEyacomenzamos  #PRselevanta pic.twitter.com/5nsOKOVeDM,Personal técnico continúa los trabajos en Bo Cortés de Manatí. CC6 #AEEyacomenzamos  #PRselevanta ,False,907034560256466944,/AEEONLINE/status/907034560256466944,Technical staff continues work at Bo Cortés de Manatí. CC6 #AEEyand we start #PRselevanta pic.twitter.com/5nsOKOVeDM,2
843,843,AEEONLINE,2017-09-04 09:20:03,0,0,"Gracias por la información,personal técnico ya fue asignado para atender su querella. CC5","Gracias por la información,personal técnico ya fue asignado para atender su querella. CC5",False,904695555816816641,/AEEONLINE/status/904695555816816641,"Thanks for the information, technical staff has already been assigned to handle your complaint. CC5",2
188,188,AEEONLINE,2017-09-10 14:58:22,60,88,Director ejecutivo y presidente de @ACUEDUCTOSPR  actualizan información de sus corporaciones públicas. CC6 #AEEyacomenzamos  #PRselevanta pic.twitter.com/tg9rLoKLR2,Director ejecutivo y presidente de @ACUEDUCTOSPR  actualizan información de sus corporaciones públicas. CC6 #AEEyacomenzamos  #PRselevanta ,False,906955022575063042,/AEEONLINE/status/906955022575063042,Executive director and president of @ACUEDUCTOSPR update information of their public corporations. CC6 #AEEyand we start #PRselevanta pic.twitter.com/tg9rLoKLR2,2
