Tweet,Code,Category,Date,Permalink
"At minimum, @insideFPL needs to work on managing customer expectations for the next hurricane.",1,14,9/21/2017,https://twitter.com/stein_katherine/status/910877431527018498
@DukeEnergy hope you are getting your act together and be better prepared here in Florida during hurricane season! #nomoreexuces,1,14,9/21/2017,https://twitter.com/JakeSevig/status/911055879528697856
A $3 billion effort in storm prep by @insideFPL couldn't keep #southflorida ights on. #irma Via Miami Herald http:// cra.in/xK5DkX3 pic.twitter.com/YQSUzWI0Fg,1,2,9/22/2017,https://twitter.com/CrainsMiami/status/911314014327668749
. @insideFPL spent $3 billion preparing for a storm. So why did #Irma knock out the lights? http://www. miamiherald.com/news/weather/h urricane/article174521756.html … #FLenergy #energy,1,2,9/22/2017,https://twitter.com/SethPlatt/status/911229005977833472
Still haven't seen @DukeEnergy in FL announce plans to relocate ANY old overhead powerlines to underground? Keep repairing every storm #fail,1,9,9/22/2017,https://twitter.com/FL_Prepper/status/911230203699056640
"Wow, just useless actions of a chain of neglect. If this is how it was handled I bet there were issues before the storm. Spontaneous neglect",1,15,9/22/2017,https://twitter.com/Hellbound8541/status/911190790445109248
Maybe u should invest in basic response stuff so u can respond better & more accurately during hurricane repairs. Can't repeat Irma response,1,3,9/23/2017,https://twitter.com/frank_wilbur/status/911641816272920577
"If we lose power during this little storm, people are going to be mad at @DukeEnergy @DukeEnergyStorm #florida #727",1,9,9/23/2017,https://twitter.com/BanjoeyWillard/status/911723809652264965
@insideFPL Quit replacing rotted wooden poles with more wooden poles. Tropical storm winds should not equal 90% power outage!!!!!!! https:// twitter.com/sherrfla22/sta tus/911746583405977600 …,1,3,9/24/2017,https://twitter.com/sherrfla22/status/912028434708205568
Fun fact: @insideFPL lobbied to make it illegal to use solar panels during a natural disaster. The time you need solar panels the most!,1,12,9/25/2017,https://twitter.com/PhotoJ_BD/status/912357661454237697
Any positive impact that your lineman had during #Irma is being destroyed by your customer service reps,1,3,9/26/2017,https://twitter.com/KarenCPCC/status/912842903449370625
God forbid the storm had actually been a category 5 like it was supposed to be. The entire company would've just disappeared.,1,0,9/12/2017,https://twitter.com/flylikerobin_/status/907683054914764801
My frustration is with preparedness and disaster mitigation. We need answers.,1,2,9/14/2017,https://twitter.com/jamesinjax/status/908428299826794498
I cant believe this is America the first world country. What if we have hurricanes every week? Would we live in the dark forever. SOLUTIONS?,1,9,9/17/2017,https://twitter.com/iceearth9/status/909467181771042818
"If we would’ve gotten that Cat 5 or 6, even a 2...forget about it, no power for about a year. I’d hate to see a real storm hit",1,12,9/17/2017,https://twitter.com/redhtflchick25/status/909539305558876160
...yes and people are dying. ...a nurse that cares for the elderly reported 1 death in her community from the heat.,2,0,9/13/2017,https://twitter.com/RevJets/status/907823219855556608
Yes there are elderly people and children out here probably half dead from the 90+ degree temperatures in their house at night.,2,0,9/13/2017,https://twitter.com/TheOriginalJo_1/status/908148783409713152
"Power went out tonight after not having any issues during or after the storm 92nd Ave North, 33702 @DukeEnergy",2,9,9/14/2017,https://twitter.com/bradj9999/status/908514557081128962
I don't doubt that. It is just VERY odd our whole subdivsion and area all had power through the whole storm and after then just gone.,2,15,9/11/2017,https://twitter.com/MaxClimb1/status/907405785633902592
Also how is it that we had power through the worst of the storm and lose it at 5:30? It was significantly better by then.,2,15,9/11/2017,https://twitter.com/LisaR_97/status/907401211946643457
"Part of my neighborhood has power. No severe damage here. Places around my neighborhood have power too. It's day 3, lets go. -33068",2,0,9/12/2017,https://twitter.com/_Lezzler_/status/907623503578451968
@OUCreliableone Almost no damage to my area. Trucks came & turned on lights for everyone in my area except myself and two or so neighbors.,2,0,9/12/2017,https://twitter.com/JayThom111/status/907627298475663360
"My grid in 32908 originally had 1,936 affected. Now new ticket with only 69 affected. I'm part of the 69. Don't expect power soon",2,2,9/15/2017,https://twitter.com/LisaWil56987516/status/908753610372259840
Well really it was from the hurricane. I just wanted an ETA because baby and elderly. We just got it back. Yay!,2,2,9/15/2017,https://twitter.com/RaulersonWrites/status/908801682364141568
"@DukeEnergy praying today is the day we get power back in Pine Hills, Florida in the Meadowbrook annex area after #hurricaneirma2017",2,2,9/15/2017,https://twitter.com/denise_hawbaker/status/908715966183419905
They just said on the news the deadline was moved! I got power tonight after 7 days!,2,4,9/15/2017,https://twitter.com/FMartinez1216/status/908893247631646720
"When the residents of Treasure Island, FL see a @DukeEnergy truck after #hurricanirma . Five days without power. pic.twitter.com/7DZmXQrnPa",2,4,9/15/2017,https://twitter.com/elisekward/status/908872380591853569
Both to the left & right of us have power. We are going on day 7 - new ticket still says 101 affected... yet lots of have it already. pic.twitter.com/7DRWLZJus0,2,8,9/15/2017,https://twitter.com/alvaradodav/status/908895465944621056
It is unbelievable the number of family and friends still without electricity in Orlando since hurricane Irma. @DukeEnergy @orlandosentinel,2,3,9/16/2017,https://twitter.com/DugBuddTX/status/909254867721572352
Still without power and @fema has just one available hotel somewhere in Orlando At least the @DukeEnergy deadline is tomorrow night! pic.twitter.com/JvbYX8nEqs,2,4,9/16/2017,https://twitter.com/DanaTaylorMix/status/909092034157432832
Power crews report power been repaired but lines still been down since storm 500 homes still no power holiday fl behind wawa and speedway pic.twitter.com/cR2fmdBp85,2,8,9/16/2017,https://twitter.com/Joeruffino647/status/909073082949804034
That's not true! This happened to me before storm & they said it was their equip I only had 2 outlets working in home-Duke Energy fixed it,2,12,9/17/2017,https://twitter.com/KerryLaneBarnes/status/909582895831973888
Electricity came back after 9 days #hurricaneirma2017 #community made it happen. @insideFPL dropped ball. Thankful for sub contractor.,2,0,9/22/2017,https://twitter.com/simplyzenFL/status/911392086007656448
"Still without power, any updates @insideFPL ? #lakepark #hurricaneimra #nopower",2,4,9/11/2017,https://twitter.com/Romy_Cruz/status/907440007362879488
If @insideFPL had 24k workers and restored 4.2 million out of 4.6 million affected. Why do we still not have power? Where is the 24k at?,2,12,9/17/2017,https://twitter.com/ozgecenberci/status/909592379467948032
you guys really even haven't started? Are you kidding me? The storm is gone losers.,2,15,9/11/2017,https://twitter.com/smokeeeeey/status/907281957075243009
"24hrs.. that's it? The storm just cleared up, there are a lot of outages, heaven forbid you wait for their safety",2,15,9/11/2017,https://twitter.com/br0kn_beauty/status/907253500299620352
I also live in the 32807 zip code & our power has not been restored & there is a nursing home directly next to my apt (Avante Orlando NH),2,15,9/11/2017,https://twitter.com/RJAuthor1/status/907332436513755141
Didn't tell me anything my 90 year old grandmother who you called 2 times before storm and told would be priority still doesn't Have hers on,2,15,9/11/2017,https://twitter.com/kevinc2415/status/907440213051498497
Explain to me why power goes out before the hurricane is even near me? Zero wind and slight trickle of rain and I heard our transformer blow,2,15,9/11/2017,https://twitter.com/Brandoniannn/status/907432822352302080
Hey @DukeEnergy 25 hours powerless for a fake storm. Get your shit together. Unacceptable.,2,15,9/11/2017,https://twitter.com/ScottDMay/status/907423571667976192
I love how Duke Energy shows this video but do we really know they cover them? Or the residents didn't evacuate by order!,2,15,9/11/2017,https://twitter.com/RobCarnes/status/907417886112743424
does it really matter all it says is assessing the damages,2,15,9/11/2017,https://twitter.com/BillHrdjr/status/907402203685683200
"Definitely not impressed, @DukeEnergy . All that talk of pre-staging. Irma affected Central FL way less than expected and still no power.",2,15,9/11/2017,https://twitter.com/blakesteck/status/907399754442788865
Sooo.. we just got a call about how @DukeEnergy has to assess damage that they haven't assessed all day & who knows how long this will take,2,15,9/11/2017,https://twitter.com/OverlySarcasmic/status/907399558904385537
You mean public relations damage bc it's very clear and very safe in Tampa. #DukeEnergyCopOut,2,15,9/11/2017,https://twitter.com/RiccardoCabeza/status/907376326797127680
@DukeEnergy you say you're doing an assessment to check for safety but I haven't seen a single Duke truck. Seen plenty of FPL though.,2,15,9/11/2017,https://twitter.com/sheahasco/status/907345145841975296
You all don't have any other back or plan you can share so folks have an idea? We lost power in Apopka before the storm. Why???,2,15,9/11/2017,https://twitter.com/sassygill/status/907308904379502597
How does power go out after the storm? You guys cut the wrong wire? pic.twitter.com/510fUv0He2,2,15,9/11/2017,https://twitter.com/MindTheGAAP04/status/907284657909235712
"""Unprecedented"" you mean the other 3 million places you haven't fixed want answers? No way.",2,0,9/12/2017,https://twitter.com/Ci3ra941/status/907811414760411136
@insideFPL App tells to re-report outage but cant. Phone says emergency calls only. Still out in Park East Hollywood. Get it together. pic.twitter.com/CyqKiKNNuJ,2,0,9/12/2017,https://twitter.com/lahtiji/status/907742114359980034
It's only Tues I don't have damage in my neighborhood and no power since Sunday. They are asking us to create new tickets but website down,2,0,9/12/2017,https://twitter.com/cynthisizer/status/907709181867720706
I call bs the block in front of me has power we were barley hit little to no damage and it's takes that long 19.5k ppl on it my ass,2,0,9/12/2017,https://twitter.com/ChristianBrice6/status/907665700403245057
Was this file footage from a promo video. I haven't seen one truck. 5k homes restored in 5 hours in PB Is NOT acceptable! PR Guy silent pic.twitter.com/RUPv0nVjbM,2,0,9/12/2017,https://twitter.com/danlaw74/status/907658595189358592
@stefisme55 I get that but in area with NO MAJOR damage it shouldn't be taking this long. Especially with out of state help. It's ridiculous,2,0,9/12/2017,https://twitter.com/nerdy_girl92/status/907621156336947201
"But you stop fixing stuff 12 hours prior to the hurricane hitting my area, so you kind of did that with my neighborhood",2,0,9/12/2017,https://twitter.com/JackGang4/status/907605901443522560
@insideFPL had power up until 11:30am Monday morning (day AFTER #hurricaneirma passed PBG). Havent had power since. Can we have it back?,2,0,9/12/2017,https://twitter.com/mike_settle/status/907573300972462082
U need to call every other city electric company as u have been a no show to so many affected areas.It's been 48hrs already.Won't get my,2,0,9/12/2017,https://twitter.com/GI_JoeK/status/907737029760479232
For areas with lower amounts of damage 10 days in not acceptable. FPL needs a complete re evaluation of hurricane recovery protocols.,2,1,9/12/2017,https://twitter.com/ForeverCART/status/907633622773063680
