Tweet,Manual Coding,Date,Permalink,,,
Still have no clue how to prepare for a hurricane? Checkout the new Storm Center Brevard Hurricane Guide!  bit.ly/2xCGwdm,5,09/26/2017,https://twitter.com/1071A1A/status/912663800138125315,,,
"Not happy but did get a somewhat reasonable explanation from  . Call off the troops. 2 extra days billing cycle, etc.",2,09/26/2017,https://twitter.com/dwm58/status/912649153196560385,,,
needs to communicate with the residents as to what the issue is with the electricity!  13 days after Irma #FPL,2,09/25/2017,https://twitter.com/AlexAnnaQRetail/status/912447353277337601,,,
the power has gone out at minimum 5 times since last Monday.  has not communicated with the residents at all!,2,09/25/2017,https://twitter.com/AlexAnnaQRetail/status/912446611367895040,,,
Before y’all pay your FPL bills make sure they take off the “storm charge” no wonder coral gables is sewing y’all,3,09/25/2017,https://twitter.com/kamtothemad/status/912435826679861253,,,
Find out how to survive during a storm with the NEW Storm Center Brevard Hurricane Guide.   bit.ly/2wfixxr,5,09/25/2017,https://twitter.com/NASHFM1027WHKR/status/912421465299066880,,,
Find out how to survive during a storm with the NEW Storm Center Brevard Hurricane Guide.   bit.ly/2xCGwdm,5,09/25/2017,https://twitter.com/1071A1A/status/912406353188151296,,,
Fun fact:  lobbied to make it illegal to use solar panels during a natural disaster. The time you need solar panels the most!,1,09/25/2017,https://twitter.com/PhotoJ_BD/status/912357661454237697,,,
Thank you. Always an amazing job. Phenomenal job after storms against all obstacles. Know and appreciate that you do your best.,6,09/25/2017,https://twitter.com/AlwaysLIGal/status/912305031457705984,,,
Do you think the intrvw fpl's ceo did with your colleague was more damage control/narrative shift than informative? Was a fascinating read,3,09/24/2017,https://twitter.com/FabReeja/status/912053024532594689,,,
.  workers have confirmed the power grid is shut down so that emergency workers can bring the victim down.,8,09/24/2017,https://twitter.com/ReadCarlos/status/912044340708626435,,,
Quit replacing rotted wooden poles with more wooden poles. Tropical storm winds should not equal 90% power outage!!!!!!!  twitter.com/sherrfla22/sta tus/911746583405977600 …,1,09/24/2017,https://twitter.com/sherrfla22/status/912028434708205568,,,
Thank you to All who have been and who are helping with Florida's restoration <3 #hurricaneirma2017,6,09/24/2017,https://twitter.com/flmkrD/status/912023190125273088,,,
Our power went out again last night with the storm that rolled thru here… .,2,09/24/2017,https://twitter.com/UK88TL/status/911984619746152448,,,
Headed home from Florida. Glad I got to help  threw this hurricane,8,09/24/2017,https://twitter.com/evanjackson2/status/911920614553870336,,,
.  responds to power outage criticisms & #insurance expert talks storm's impact on homeowners on To The Point Sunday 10am #wptv,8,09/24/2017,https://twitter.com/TKastanotis/status/911917994607079424,,,Keyword: respond
Neighbors & I heard two large and powerful explosions with the power going out as soon the rain started in Broward. Ticket#109,2,09/24/2017,https://twitter.com/DannytheMoogle/status/911876913387499520,,,
power was on Tuesday after storm. Went out all day Friday after storm. Thank god I didn’t rebuy food. Been out since 1 today. REBOUGHT FOOD,2,09/23/2017,https://twitter.com/tommy_aether/status/911784416002891777,,,
Because  was more concerned with trying to f#ck over consumers with that solar amendment than resiliency and storm prep. #Fact  twitter.com/miamiherald/st atus/911700702698799104 …,1,09/23/2017,https://twitter.com/Sharkonwheels/status/911702871925776390,,,"Incorrectly categorized as 6 because of word ""thank"""
Shout-out to  for their massive success of an operation following #Irma and thanks to the other companies who assisted!!,6,09/23/2017,https://twitter.com/eva_rae13/status/911690530471497728,,,
Great to welcome back our  #StormSoldiers from Fla #hurricaneirma2017 response #WellDone,6,09/23/2017,https://twitter.com/KeithFStephens/status/911672627340525568,,,
Maybe leaning from the hurricane hit the wires or maybe a hit a pole? Whatever it is I bet it wasn't fpl fault and your power is on.,6,09/23/2017,https://twitter.com/bjm1248/status/911666941785460736,,,
" great 2009 ice storm it only flickered once, with lines down everywhere. Here, it goes off on a sunny day. A storm, out 4 dayz",2,09/23/2017,https://twitter.com/shaneratliff/status/911649079247163393,,,
" who do I get to charge for all the likely damage to my appliances for the on and off power surges in Geneva, FL? Get it right!",2,09/23/2017,https://twitter.com/BobbySmithJr418/status/911647024478605312,,,
.  crews home from #Florida safe and sound in #Sacramento #hurricaneirma,6,09/23/2017,https://twitter.com/PGE_Brandi/status/911635625828278272,,,
.  crews from #Florida landed safely in #Sacramento #hurricaneirma2017    #welcomehome,6,09/23/2017,https://twitter.com/PGE_Brandi/status/911631519181021185,,,
I applaud   markets.businessinsider.com/news/stocks/FP L-completes-service-restoration-to-more-than-4-4-million-customers-impacted-by-historic-Hurricane-Irma-1002428815 …,0,09/23/2017,https://twitter.com/PatricRayburn/status/911550040455487489,,,
Yep that would be me and 220 other homes in my community. The community with 400 residents next door to us also has no power. 14 days now.,2,09/23/2017,https://twitter.com/Jilljeanne/status/911535351017197568,,,
The new concrete poles helped to speed up recovery. Smart resilience planning by   newsroom.fpl.com/featured-stori es?item=30879 …,6,09/22/2017,https://twitter.com/CyberMurphy/status/911392090592022528,,,
Electricity came back after 9 days #hurricaneirma2017 #community made it happen.  dropped ball. Thankful for sub contractor.,2,09/22/2017,https://twitter.com/simplyzenFL/status/911392086007656448,,,
" can anyone at FPL explain the power outage in area code 33467? it's a regular afternoon storm, and no power. where'd the 3b go?",4,09/22/2017,https://twitter.com/flpd1136/status/911375269889478656,,,
"I'm moved prior to hurricane season next year guaranteed , this is not a good look",1,09/22/2017,https://twitter.com/RequiemSlaps/status/911372728040656897,,,
"I feel you bro , i dont think i could go through another storm",5,09/22/2017,https://twitter.com/Sayitaint_Scav/status/911372491259510784,,,
Some solar panels and my storm surcharge money back basically haha. I appreciate it though,8,09/22/2017,https://twitter.com/RequiemSlaps/status/911372375396057090,,,
Giving away our pizza from  to the lineman from  . Thank you! #hurricaneirma#fpllineman#collierstrong,6,09/22/2017,https://twitter.com/Ellieth1627/status/911371133672415234,,,
"5 hours until the promise that your own CEO made, in the very same city I reside in, becomes yet another missed deadline. Nobody here. Zero.",2,09/22/2017,https://twitter.com/RequiemSlaps/status/911361797667590144,,,
Thank you  for everything you did after the storm/ #Irma,6,09/22/2017,https://twitter.com/SenorWaterHead/status/911350699249864704,,,
i got charged $100 over what I usually get charged plus I was without lights 2 or 3 days after hurricane Irma.,3,09/22/2017,https://twitter.com/_iamnito_/status/911347627370917894,,,
rocked the hurricane recovery! Great job!,6,09/22/2017,https://twitter.com/The_Dalton_Gang/status/911336310664777729,,,
Our crews are making their way home! We’re proud to have helped  restore power to residents in Florida affected by #HurricaneIrma,6,09/22/2017,https://twitter.com/HydroOne/status/911329121636143104,,,
"Storm teams worked today in North Fort Myers, Arcadia and Punta Gorda in support of FPL's restoration. #irmarecovery  ",7,09/22/2017,https://twitter.com/GulfPower/status/911324849670377473,,,
A $3 billion effort in storm prep by  couldn't keep #southflorida ights on. #irma Via Miami Herald  cra.in/xK5DkX3,1,09/22/2017,https://twitter.com/CrainsMiami/status/911314014327668749,,,
All the credit goes to  for their donation! Thank you for everything you're both doing to help communities in need!,6,09/22/2017,https://twitter.com/USFoods/status/911279545210286081,,,
" says  made $1.7B in profit last year. Malls, shopping centers, nursing homes... what are the priorities?",3,09/22/2017,https://twitter.com/WLRN/status/911264669322678272,,,
"1+ thing about the $3B...Not 1 window broken in MB,but 80% of residents without power.I guess Window Cos do much better job than ",2,09/22/2017,https://twitter.com/roddge/status/911257128551239680,,,
Thanks to all the volunteers. Let's rebuild a #BetterNaples         twitter.com/DANCE99FLA/sta tus/911227575191695362 …,6,09/22/2017,https://twitter.com/gene_zamora/status/911235676569587713,,,
.  spent $3 billion preparing for a storm. So why did #Irma knock out the lights?  miamiherald.com/news/weather/h urricane/article174521756.html … #FLenergy #energy,1,09/22/2017,https://twitter.com/SethPlatt/status/911229005977833472,,,
"Thank you to the  contracted linemen & women, & all of the bus drivers who helped during this time of crisis! #hurricaneIRMA #FPL ",6,09/22/2017,https://twitter.com/AnnettBusLines/status/911225362314616832,,,
Today is the 13th day with NO Power in Miami Beach. FPL said all MB residents will have power by Sunday. That was 5 days ago.,2,09/22/2017,https://twitter.com/roddge/status/911212682472194050,,,
Crap-I feel bad for you. FPL gave me power. Failed to transfer wires from a damaged pole on Sunday.,5,09/22/2017,https://twitter.com/JimSimulacrum/status/911208151738961921,,,
"And it s in Miami Beach after saying ""Sunday 9/17/2017 power to all MB residents will be restored. Today is the 13th day without power.",2,09/22/2017,https://twitter.com/roddge/status/911206302017363968,,,
How naive to think  would make it on their own set deadline. Instead they just changed it third time and say nothing. Shameless.,2,09/22/2017,https://twitter.com/poisonmariie/status/911203080804352000,,,
Sadly  lobbyists have made it all but illegal for private residents to own and utilize solar panels in the sunshine state,3,09/22/2017,https://twitter.com/ardiello/status/911191529930321920,,,
"Wow, just useless actions of a chain of neglect. If this is how it was handled I bet there were issues before the storm. Spontaneous neglect",3,09/22/2017,https://twitter.com/Hellbound8541/status/911190790445109248,,,
New blog post about OJCC recovering from Irma - hoping to see  in Lauderdale Lakes soon!  flojcc.blogspot.com/2017/09/a-day- late-and.html …,5,09/22/2017,https://twitter.com/FLJCC/status/911178986717417472,,,
20k impressions so far. Follow them deadlines lmao,2,09/21/2017,https://twitter.com/RequiemSlaps/status/911067438950776837,,,
We have reported it and have been tracking it. Just wondering why this happened. We never lost power during storm but did now,2,09/21/2017,https://twitter.com/yvy2001/status/911060529493561344,,,
"Gulf Power crews work hard in 90-degree heat. Here, they replace poles in Arcadia, restoring FPL customers. #irmarecovery  ",6,09/21/2017,https://twitter.com/GulfPower/status/911039178535837696,,,
