content,Code #,category,ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Subcode,,unk,directed,hashtag,geocode,source,,,
Watch NewsChannel 5 from 5-6 p.m. on http:// WPTV.com and our Facebook page http:// bit.ly/2iW2NgA pic.twitter.com/YqvkXFHrGz,14,0,1300,0.1460377211,65122,WPTV,,9/4/17,9/4/2017 0:00,1:21:00 PM,1,1,1,,,,,,9.05E+017,https://twitter.com/WPTV/status/904756286969044992,,,
very nice!,6,0,1306,0.9938262734,33682,kipraley,,9/15/17,9/15/2017 0:00,8:26:00 PM,0,1,,,,,,,9.09E+017,https://twitter.com/kipraley/status/908849531348905984,,,
Fairhope loves @FOX10News ! #baldwinproud pic.twitter.com/4UOPtOZoC5,14,0,1309,0.7183512012,10720,carolines_books,,9/26/17,9/26/2017 0:00,1:08:00 PM,0,1,,,,,@FOX10News,#baldwinproud,9.13E+017,https://twitter.com/carolines_books/status/912725464514473984,,,
No one can say that people didn't offer! pic.twitter.com/LeNnLhOu36,6,0,1310,0.5369623139,50807,RyanWard76,,9/9/17,9/9/2017 0:00,8:31:00 PM,1,4,,,,,,,9.07E+017,https://twitter.com/RyanWard76/status/906676489252458501,,,
@FlyTPA is there still parking available ? We asked Tampa International Airport spokesperson Danny Valentine @FOX13News pic.twitter.com/s6sx7pOB4L,7,0,1315,0.8480875422,52935,ShaylaNews,,9/8/17,9/8/2017 0:00,10:07:00 AM,0,0,1,,,,@FlyTPA @FOX13News,,9.06E+017,https://twitter.com/ShaylaNews/status/906156928396656641,,,
"24 dogs, 2 cats, 2 birds, 1 child removed from Florida home http:// dlvr.it/PpFKkG pic.twitter.com/iQUEOfdWau",3,0,1319,0.4245353208,43763,news6wkmg,,9/20/17,9/20/2017 0:00,7:58:00 AM,2,0,1,,,,,,9.1E+017,https://twitter.com/news6wkmg/status/910473152441966595,,,
Duke Energy changes automated system so customers can reach customer service quickly http:// dlvr.it/PnV0bv pic.twitter.com/coHPIoUION,4,0,1331,0.5077621121,43860,news6wkmg,,9/16/17,9/16/2017 0:00,7:01:00 PM,0,1,1,,,,,,9.09E+017,https://twitter.com/news6wkmg/status/909190422194352128,,,
#Cubans minister reiterated seriousness,15,0,1340,0.7252592869,25753,hatzelvela,,9/26/17,9/26/2017 0:00,7:44:00 PM,0,1,,,," celerity & professionalism w/ which #Cuban authorities have taken on issue."" @WPLGLocal10""",,@WPLGLocal10,#Cubans #Cuban,9.13E+017,https://twitter.com/hatzelvela/status/912825155537207296,,
@SrtaFlannery Not sure if you're still looking. Mine closed at 5:00.,6,0,1346,0.2311663825,43127,NeedRogaine,,9/11/17,9/11/2017 0:00,4:44:00 PM,0,1,,,,,@SrtaFlannery,,9.07E+017,https://twitter.com/NeedRogaine/status/907344231844458496,,,
Message received. Get to safety.,11,0,1351,0.4129238245,33592,kimr1156,,9/10/17,9/10/2017 0:00,7:29:00 AM,0,3,,,,,,,9.07E+017,https://twitter.com/kimr1156/status/906842094920232960,,,
"Bless up! Nicely done, TalGov",11,0,1353,0.2088347992,57114,thekidbenice,,9/27/17,9/27/2017 0:00,8:40:00 AM,0,1,,,,,,,9.13E+017,https://twitter.com/thekidbenice/status/913020575139942401,,,
We can't wait to start our morning with you soon! HAPPY FRIDAY! Thanks for watching FOX 29! #wflxfox29 #SouthFlorida pic.twitter.com/EBErJdNMVt,14,0,1369,0.9371798812,23141,FOX29WFLX,,9/23/16,9/23/2016 0:00,6:55:00 AM,2,7,1,,,,,#wflxfox29 #SouthFlorida,7.79E+017,https://twitter.com/FOX29WFLX/status/779272956275003392,,,
That's a summer rainstorm,6,0,1399,0.8969256538,26808,HPNthetruth,,9/10/17,9/10/2017 0:00,11:05:00 AM,0,1,,,,,,,9.07E+017,https://twitter.com/HPNthetruth/status/906896325685469184,,,
Now if we could get the Dems and Libs to listen like these Flamingos.,9,0,1403,0.1536833501,67501,YvonneMichell16,,9/11/17,9/11/2017 0:00,1:08:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/YvonneMichell16/status/907289782388228097,,,
@FOX13News I wouldn't watch ABC NBC CBS MSNBC even if my life depended on it I watch Fox News to get the truth. The rest are Fake News.,14,0,1412,0.5709152918,15882,cusic_steve,,9/2/17,9/2/2017 0:00,9:59:00 PM,0,0,,,,,@FOX13News,,9.04E+017,https://twitter.com/cusic_steve/status/904161976351371264,,,
"#BREAKING US urges no travel to Cuba, cuts embassy staff, AP sources say http:// bit.ly/2x2uLbX?utm_me dium=social&utm_source=twitter_WPLGLocal10 â€¦ pic.twitter.com/m05a1IQrL8",15,0,1421,0.7740942383,62151,WPLGLocal10,,9/29/17,9/29/2017 0:00,9:46:00 AM,14,5,,,,,,#BREAKING,9.14E+017,https://twitter.com/WPLGLocal10/status/913761833038868481,,,
Oh poor babies. That's not a great place for shelter.,8,0,1423,0.2223978635,26709,horkusone,,9/9/17,9/9/2017 0:00,5:08:00 PM,1,1,,,,,,,9.07E+017,https://twitter.com/horkusone/status/906625488998805520,,,
Same as people right b4 tsunami,6,0,1435,0.2800769302,61367,WedgeAloha,,9/10/17,9/10/2017 0:00,2:33:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/WedgeAloha/status/906948787826028544,,,
"@news6wkmg @WESH @FoxNews told tonight at 7 can't get my critical supplies, asked to go pick up myself UPS said no and basically good luck!",6,0,1472,0.5766415323,67561,zacle12,,9/8/17,9/8/2017 0:00,8:09:00 PM,0,1,,,,,@news6wkmg @WESH @FoxNews,,9.06E+017,https://twitter.com/zacle12/status/906308558945431552,,,
Thanks for the update ðŸ–’,11,0,1482,0.0436579703,10795,CassidysBakery,,9/9/17,9/9/2017 0:00,7:47:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/CassidysBakery/status/906665308835995649,,,
I hope someone let them in @MickabooRescue,11,0,1489,0.854427835,21206,FeatherRivSPCA,,9/10/17,9/10/2017 0:00,5:34:00 PM,0,1,,,,,@MickabooRescue,,9.07E+017,https://twitter.com/FeatherRivSPCA/status/906994257138917381,,,
Even better rescues r the best.,10,0,1497,0.1045417117,39297,megangodley83,,9/10/17,9/10/2017 0:00,9:53:00 PM,0,1,,,,,,,9.07E+017,https://twitter.com/megangodley83/status/907059374689939456,,,
These poor animals - suffering. God watch over them.,11,0,1520,0.7104702208,40673,millsmma,,9/10/17,9/10/2017 0:00,10:18:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/millsmma/status/907065905426952192,,,
"Yeah, thats the area we stayed in",6,0,1533,0.6331421516,14593,CLINT419,,9/10/17,9/10/2017 0:00,6:15:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/CLINT419/status/907004562988560386,,,
6 boxes of sneakers as his pants are hanging off his ass. What vile scum. We need a real life Punisher in times like this.,5,0,1542,0.2557634219,7392,Bates_MotelMT,,9/11/17,9/11/2017 0:00,9:51:00 AM,0,1,,,,,,,9.07E+017,https://twitter.com/Bates_MotelMT/status/907240284727205888,,,
I agree,6,0,1574,0.7978143992,50423,rsacconejr,,9/10/17,9/10/2017 0:00,12:44:00 PM,0,2,,,,,,,9.07E+017,https://twitter.com/rsacconejr/status/906921227511635974,,,
Crazy traffic on 75 all lanes blocked had to whip out the drone @wsvn pic.twitter.com/mWwudcMxTE,2,0,1582,0.9476981208,29777,jesswall,,9/2/17,9/2/2017 0:00,1:22:00 PM,0,0,1,,,,@wsvn,,9.04E+017,https://twitter.com/jesswall/status/904031785574694913,,,
@WPLGLocal10 @JenniferLocal10 @NekiMohan @toddtongen @MWrightReports @LJLiveTV @SabovicSanela Good morning from Fort Lauderdale Beach #flwx pic.twitter.com/0kpcST8AM0,6,0,1601,0.9461438628,10450,CanvasArtbyBart,,9/2/17,9/2/2017 0:00,7:21:00 AM,1,6,1,,,,@WPLGLocal10 @JenniferLocal10 @NekiMohan @toddtongen @MWrightReports @LJLiveTV @SabovicSanela,#flwx,9.04E+017,https://twitter.com/CanvasArtbyBart/status/903941056466649088,,,
Lots of sailboats passing by in the river and now getting ready for the waves to start splashing over the sea-wall.,3,0,1611,0.034151006,34053,KristenMarthia,,9/10/17,9/10/2017 0:00,2:38:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/KristenMarthia/status/906949952152260608,,,
"...when you keep working overheated & sweaty, but your electronics won't... @WPLGLocal10 #Summer in the #City #Miami #Florida pic.twitter.com/4PHZgNw0bV",6,0,1613,0.5647779343,24749,GlennaOn10,,9/1/17,9/1/2017 0:00,2:23:00 PM,0,1,1,,,,@WPLGLocal10,#Summer #City #Miami #Florida,9.04E+017,https://twitter.com/GlennaOn10/status/903684737004429312,,,
Same thing to us in the past...they fail to deliver but won't allow pick up. Sorry to hear they did this to you ahead of this horrible storm,6,0,1615,0.9710178026,4999,AmerPride777,,9/9/17,9/9/2017 0:00,11:03:00 PM,0,1,,,,,,,9.07E+017,https://twitter.com/AmerPride777/status/906714602704195585,,,
"your governor won't allow the state of Florida to use the words climate change""""",9,0,1624,0.4033820231,2967,860Ford,,9/10/17,9/10/2017 0:00,2:42:00 PM,9,21,,,,,,,9.07E+017,https://twitter.com/860Ford/status/906951051143778305,,,
"Your grandmother was kind, right? Which would mean this storm is kind and leaves us alone!",6,0,1628,0.1775550076,4256,AllisonKropff,,9/4/17,9/4/2017 0:00,5:11:00 PM,0,1,,,,,,,9.05E+017,https://twitter.com/AllisonKropff/status/904814217638883329,,,
Thank you - hope you're finding us helpful as you (and we) try to get through this !,11,0,1653,0.8826893091,15605,cstevenson7,,9/9/17,9/9/2017 0:00,7:13:00 PM,1,1,,,,,,,9.07E+017,https://twitter.com/cstevenson7/status/906656954428338178,,,
it does now... pic.twitter.com/BxljhWLiPm,6,0,1655,0.5087859024,13630,ChocolateTrvp,,9/10/17,9/10/2017 0:00,7:49:00 PM,0,12,1,,,,,,9.07E+017,https://twitter.com/ChocolateTrvp/status/907028338459496449,,,
Rainy weekend on the way. Do you have a #rainydays plan? @FOX13News @FOX13Tyler pic.twitter.com/CStxaI8aN6,2,0,1671,0.4177738891,16007,CynthiaSmoot,,9/29/17,9/29/2017 0:00,5:03:00 PM,0,6,1,,,,@FOX13News @FOX13Tyler,#rainydays,9.14E+017,https://twitter.com/CynthiaSmoot/status/913871987684069378,,,
"Police: Man stole cash from Boynton Publix, need help identifying him http:// bit.ly/2x8bzOe pic.twitter.com/cweOMALJSH",3,0,1688,0.5204901333,63517,WPTV,,9/18/17,9/18/2017 0:00,1:01:00 PM,2,0,,,,,,,9.1E+017,https://twitter.com/WPTV/status/909824627677044738,,,
". @stluciesheriff say since last update they've gotten more tips, are following up on leads. @WPTV @Fox29WFLX pic.twitter.com/CELKywwNvd",1,0,1689,0.6459223612,5417,AndrewRuizWPTV,,9/14/16,9/14/2016 0:00,11:21:00 AM,0,0,,,,,@stluciesheriff @WPTV @Fox29WFLX,,7.76E+017,https://twitter.com/AndrewRuizWPTV/status/776078463199502336,,,
I don't think so... but I'm stealing #Irmageddon . That's funny,6,0,1699,0.5723133566,8738,Bobby_L,,9/9/17,9/9/2017 0:00,9:43:00 PM,0,1,,,,,,#Irmageddon,9.07E+017,https://twitter.com/Bobby_L/status/906694548583219200,,,
"Media, please share: @WPTV @WPBF25News @CBS12 @WLRN @SunSentinel @pbpost https:// twitter.com/pbcsd/status/9 06898221695369216 â€¦",14,0,1702,0.6823951071,32602,KathyBurstein,,9/10/17,9/10/2017 0:00,11:30:00 AM,4,4,,,,,@WPTV @WPBF25News @CBS12 @WLRN @SunSentinel @pbpost,,9.07E+017,https://twitter.com/KathyBurstein/status/906902680764866562,,,
PBC Animal Control says yesterday they found 23 #dogs in one mobile home park in #Belleglade @CBS12,3,0,1710,0.0187400141,67217,YaremiNEWS,,9/9/17,9/9/2017 0:00,5:16:00 PM,2,2,,,,,@CBS12,#dogs #Belleglade,9.07E+017,https://twitter.com/YaremiNEWS/status/906627410577195009,,,
so are you saying @MikeTrimWPTV and I can't have our jam session tonight???? How am I supposed to practice my bag pipes?? pic.twitter.com/IDsShPThpU,14,0,1724,0.5348007072,15745,CStewartWPTV,,9/8/17,9/8/2017 0:00,2:10:00 PM,0,4,,,,,@MikeTrimWPTV,,9.06E+017,https://twitter.com/CStewartWPTV/status/906218205747843078,,,
Actual footage of the @WPLGLocal10 news crew pic.twitter.com/zQdJ1ABmpd,3,0,1728,0.9314008884,9453,BrianNickel73,,9/10/17,9/10/2017 0:00,4:25:00 PM,0,1,1,,,,@WPLGLocal10,,9.07E+017,https://twitter.com/BrianNickel73/status/906977002976104448,,,
Stream stops at 10:29pm @WPTV,2,0,1729,0.7359422383,7835,BenjaminCrewz,,9/10/17,9/10/2017 0:00,11:12:00 PM,0,0,,,,,@WPTV,,9.07E+017,https://twitter.com/BenjaminCrewz/status/907079254822842368,,,
Theft is a crime sure. But nobody got hurt and the store is insured. The lack of planning by emergency authorities will actually kill people,5,0,1734,0.0923552963,7416,bayofarizona,,9/10/17,9/10/2017 0:00,2:46:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/bayofarizona/status/906952079607869440,,,
And to avoid mosquitoes too...,3,0,1736,0.4545934489,17859,DirtySouthTV,,9/14/17,9/14/2017 0:00,11:52:00 AM,0,1,,,,,,,9.08E+017,https://twitter.com/DirtySouthTV/status/908357901743468544,,,
Right? Why wasn't the highway on ramps closed before this happened?!?!,6,0,1740,0.8554957053,53003,shellbellray,,9/11/17,9/11/2017 0:00,4:26:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/shellbellray/status/907339485083344896,,,
@wsvn pic.twitter.com/T6IZWVJLIU,6,0,1744,0.9356330208,34989,LeBrandon_,,9/11/17,9/11/2017 0:00,8:47:00 AM,0,0,1,,,,@wsvn,,9.07E+017,https://twitter.com/LeBrandon_/status/907224182638903296,,,
@WPTV Pioneer Linens is open for business and wishing all of our clients the best!,4,0,1747,0.415953186,47399,PioneerLinens,,9/12/17,9/12/2017 0:00,3:27:00 PM,0,1,,,,,@WPTV,,9.08E+017,https://twitter.com/PioneerLinens/status/907687030607503360,,,
More details on the @FOX13News at noon https:// twitter.com/fox13tyler/sta tus/906171531860074496 â€¦,2,0,1750,0.5848906402,35563,LindaHurtadoFOX,,9/8/17,9/8/2017 0:00,11:07:00 AM,1,0,,,,,@FOX13News,,9.06E+017,https://twitter.com/LindaHurtadoFOX/status/906172128835325954,,,
I think WPB in good shape. Got a real good feeling.,6,0,1751,0.537224072,45562,OldTakesExposed,,9/9/17,9/9/2017 0:00,7:53:00 PM,0,1,,,,,,,9.07E+017,https://twitter.com/OldTakesExposed/status/906666925840891904,,,
"I was watching this boat rocking and rolling. I left the view for a few minutes and now, that boat is gone",6,0,1761,0.4379986461,55312,sundown71,,9/10/17,9/10/2017 0:00,11:33:00 AM,0,0,,,,,,,9.07E+017,https://twitter.com/sundown71/status/906903479305809920,,,
But @AnnCoulter said nothing happened in Miami and she is bored with it.,9,0,1762,0.479883545,41363,morpjh,,9/10/17,9/10/2017 0:00,7:25:00 PM,0,0,,,,,@AnnCoulter,,9.07E+017,https://twitter.com/morpjh/status/907022360011833344,,,
"Here we see a destructive and a destroyed people. Judgment is apond you, but you choose to live in sin.",,0,,0.0427987765,43383,NEVILLEgHINDS,,9/11/17,9/11/2017 0:00,5:09:00 AM,1,3,,,,,,,9.07E+017,https://twitter.com/NEVILLEgHINDS/status/907169105635168256,,,
Sun pass gets it! Why not @UCF_Football ???,,0,,0.8231621921,56704,Terry64250589,,9/5/17,9/5/2017 0:00,4:05:00 PM,0,0,,,,,@UCF_Football,,9.05E+017,https://twitter.com/Terry64250589/status/905159896957681665,,,
Pick six!!!! Robert McClain takes the INT 47 yards for a @TBBuccaneers score! #SiegetheDay,,0,,0.7805249841,1118,10NewsWTSP,,9/17/17,9/17/2017 0:00,2:06:00 PM,0,1,,,,,@TBBuccaneers,#SiegetheDay,9.09E+017,https://twitter.com/10NewsWTSP/status/909478610930675712,,,
***Correction: Kathie Whatley - not Kathy Whatley @CBS12 pic.twitter.com/qG1DFLLlrd,,0,,0.9393430514,20518,ErinCBS12,,9/13/17,9/13/2017 0:00,10:46:00 AM,1,1,,,,,@CBS12,,9.08E+017,https://twitter.com/ErinCBS12/status/907978795323461632,,,
Head-bob FOMO @KChapmanCBS12 #Irma @cbs12 https:// twitter.com/samkerrigantv/ status/907184540850036736 â€¦,,0,,0.5127905706,36112,LoleskyWX,,9/11/17,9/11/2017 0:00,6:18:00 AM,0,1,,,,,@KChapmanCBS12 @cbs12,#Irma,9.07E+017,https://twitter.com/LoleskyWX/status/907186613410725888,,,
#TRAFFIC : The Palmetto Expressway's eastbound exit to Red Road is blocked off due to an overnight crash pic.twitter.com/Jys8dOYMeo,,0,,0.0944380856,65401,wsvn,,9/29/17,9/29/2017 0:00,6:57:00 AM,7,8,,,,,,#TRAFFIC,9.14E+017,https://twitter.com/wsvn/status/913719266209353728,,,
Sinclair Broadcast Group is Trumps State Run Propaganda News outlet pic.twitter.com/UFzGR19RrB,,0,,0.8844169697,44917,nised72,,9/20/17,9/20/2017 0:00,1:58:00 PM,1,0,,,,,,,9.11E+017,https://twitter.com/nised72/status/910563905361055744,,,
@PTZtv @WPLGLocal10 do the folks you see swimming in Ft Lauderdale beaches not realize how dirt the water is?,,0,,0.790271021,58127,TonyHPope,,9/12/17,9/12/2017 0:00,2:03:00 PM,0,0,,,,,@PTZtv @WPLGLocal10,,9.08E+017,https://twitter.com/TonyHPope/status/907666035033219072,,,
"Ohio deputy gives boy ride to school, treats him to breakfast while mother receives medical care http:// bit.ly/2xBumS8 pic.twitter.com/jN5FU3Oak9",,0,,0.487106599,65413,wsvn,,9/28/17,9/28/2017 0:00,7:17:00 PM,36,141,,,,,,,9.14E+017,https://twitter.com/wsvn/status/913543092568940544,,,
Yes I will!!! Go Bills!!!,,0,,0.8166102088,30807,joetulo,,9/29/17,9/29/2017 0:00,5:12:00 AM,0,1,,,,,,,9.14E+017,https://twitter.com/joetulo/status/913692896724910080,,,
The captains for @DwyerFootball and @PBGFootball refused to shake hands at the coin toss. This is gonna be good! @CWWestPalm #Blitz @CBS12,,0,,0.167579525,62063,WPB_Evenson,,9/22/17,9/22/2017 0:00,7:06:00 PM,0,0,,,,,@DwyerFootball @PBGFootball @CWWestPalm @CBS12,#Blitz,9.11E+017,https://twitter.com/WPB_Evenson/status/911366050276618241,,,
Cocoa police investigate death of woman outside 7-Eleven http:// dlvr.it/PqBDvX pic.twitter.com/9gT963UMxG,,0,,0.4099419991,43638,news6wkmg,,9/24/17,9/24/2017 0:00,5:27:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/news6wkmg/status/912065889586909185,,,
Inmate faces death penalty for double murder in 1983 http://www. wctv.tv/content/news/I nmate-faces-death-penalty-for-double-murder-in-1983-446608903.html â€¦,,0,,0.6271302326,60862,WCTV,,9/21/17,9/21/2017 0:00,8:41:00 PM,1,1,,,,,,,9.11E+017,https://twitter.com/WCTV/status/911027592089804802,,,
"It's about time, dang!",,0,,0.7227116298,48481,RathburnSheri,,9/26/17,9/26/2017 0:00,11:58:00 AM,1,2,,,,,,,9.13E+017,https://twitter.com/RathburnSheri/status/912708008379142144,,,
That would be fantastic! Can you DM me so I can give you my email?,,0,,0.0275792083,67572,zakhudakcbs,,9/12/17,9/12/2017 0:00,11:57:00 PM,0,0,,,,,,,9.08E+017,https://twitter.com/zakhudakcbs/status/907815532841373696,,,
Going to miss you. Where are you heading too,,0,,0.1097139587,13471,cher77,,9/5/17,9/5/2017 0:00,3:00:00 PM,0,0,,,,,,,9.05E+017,https://twitter.com/cher77/status/905143565520695297,,,
@WPLGLocal10 how is Barbie in the Keys?,,0,,0.3653542957,2570,3_tiffanynicole,,9/11/17,9/11/2017 0:00,9:27:00 AM,0,0,,,,,@WPLGLocal10,,9.07E+017,https://twitter.com/3_tiffanynicole/status/907234090021203969,,,
Oh my lord. Precious baby.,,0,,0.9378187173,9665,BrookeDatz,,9/26/17,9/26/2017 0:00,3:24:00 PM,0,1,,,,,,,9.13E+017,https://twitter.com/BrookeDatz/status/912759772046381056,,,
FSU Francois suffers season-ending patella tendon injury http:// on.wtsp.com/2eAFtDM pic.twitter.com/Y2cwzM7nBd,,0,,0.8974555203,2088,10NewsWTSP,,9/3/17,9/3/2017 0:00,9:05:00 PM,2,2,,,,,,,9.05E+017,https://twitter.com/10NewsWTSP/status/904510603112407042,,,
"Chattanooga mother loses both eyes in gruesome attack, father charged. http:// bit.ly/2k8gLMN pic.twitter.com/dtXRHdFIfc",,0,,0.0251362749,11057,CBS12,,9/29/17,9/29/2017 0:00,9:20:00 AM,0,0,,,,,,,9.14E+017,https://twitter.com/CBS12/status/913755244005388288,,,
You complain about Obama playing golf all the time but it seem like you're playing more golf than he ever did. complaining to much,,0,,0.9966694637,31692,Juanitawright67,,9/24/17,9/24/2017 0:00,10:03:00 AM,0,0,,,,,,,9.12E+017,https://twitter.com/Juanitawright67/status/911954210299801603,,,
Just wait til I'm in there lol. Btw doesnt the Spanish cop in the middle look like Michael PeÃ±a from End of Watch!?!,,0,,0.3429367278,55751,SweetBroo,,9/15/17,9/15/2017 0:00,5:29:00 PM,0,0,,,,,,,9.09E+017,https://twitter.com/SweetBroo/status/908805101741133825,,,
"Video shows childcare workers taunting, harassing autistic child. http:// bit.ly/2xywzh0 pic.twitter.com/i88tgcDMjB",,0,,0.3747640885,11453,CBS12,,9/21/17,9/21/2017 0:00,3:18:00 PM,3,0,,,,,,,9.11E+017,https://twitter.com/CBS12/status/910946461290033152,,,
Study says grandparents who babysit grandkids may live longer http:// wsvn.com/news/us-world/ study-says-grandparents-who-babysit-grandkids-may-live-longer/ â€¦ pic.twitter.com/VLWZJXcnnL,,0,,0.4523312229,65792,wsvn,,9/18/17,9/18/2017 0:00,1:10:00 PM,32,41,,,,,,,9.1E+017,https://twitter.com/wsvn/status/909826921453715464,,,
@KatyTurNBC @BuschGardens Adorable - I hope they all survive. Sometimes just the stress can be harmful to any animal.,,0,,0.3594441168,61829,windergal,,9/10/17,9/10/2017 0:00,2:48:00 PM,0,0,,,,,@KatyTurNBC @BuschGardens,,9.07E+017,https://twitter.com/windergal/status/906952459712577537,,,
